id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length
1273,WN,3494,LAS,LAX,3,400,65
1274,WN,452,MAF,DAL,3,400,70
1275,WN,960,SAN,BWI,3,400,295
1276,WN,973,SJC,DEN,3,400,145
1277,XE,2086,LIT,EWR,3,400,165
1278,XE,3133,EWR,CLT,3,400,130
1279,XE,2190,MHT,EWR,3,401,79
1280,XE,3132,CLT,EWR,3,401,108
1281,B6,1278,RIC,BOS,3,402,93
1282,OO,6384,BOI,ORD,3,402,198
1283,OO,6428,LAS,LAX,3,402,70
1284,XE,5975,ORD,DSM,3,402,72
1285,UA,163,BOS,LAX,3,404,396
1286,9E,3690,LAN,MSP,3,405,112
1287,9E,4127,BDL,RDU,3,405,123
1288,AA,1114,MIA,LGA,3,405,170
1289,AA,1648,SNA,DFW,3,405,185
1290,AA,1776,DFW,PHL,3,405,185
1291,AA,1794,FAT,DFW,3,405,195
1292,AA,1823,ORD,PBI,3,405,175
1293,AA,386,STL,ORD,3,405,80
1294,AA,393,DFW,DEN,3,405,125
1295,AA,407,ORD,STL,3,405,65
1296,AA,452,MIA,BOS,3,405,180
1297,AS,322,SEA,SJC,3,405,128
1298,AS,323,SJC,SEA,3,405,129
1299,AS,366,SEA,SMF,3,405,106
1300,AS,47,ANC,ADQ,3,405,65
1301,AS,581,SNA,PDX,3,405,157
1302,CO,1131,EWR,DFW,3,405,250
1303,CO,1178,ORD,EWR,3,405,123
1304,CO,1535,EWR,PHX,3,405,340
1305,CO,1598,SNA,IAH,3,405,204
1306,CO,162,ONT,IAH,3,405,187
1307,CO,194,LAX,IAH,3,405,194
1308,CO,196,LAS,IAH,3,405,177
1309,CO,292,EWR,MCO,3,405,174
1310,CO,333,LGA,IAH,3,405,235
1311,CO,600,FLL,EWR,3,405,170
1312,CO,91,EWR,LAX,3,405,367
1313,DL,1183,ORF,ATL,3,405,135
1314,DL,1802,SNA,ATL,3,405,264
1315,DL,1979,BHM,ATL,3,405,69
1316,DL,2224,PBI,ATL,3,405,124
1317,DL,2305,MCI,MSP,3,405,90
1318,DL,2632,SNA,SLC,3,405,132
1319,DL,519,RAP,MSP,3,405,100
1320,EV,5581,GRK,ATL,3,405,134
1321,EV,7341,OKC,ATL,3,405,130
1322,F9,265,SNA,DEN,3,405,145
1323,F9,822,MCI,DEN,3,405,110
1324,F9,847,IND,DEN,3,405,169
1325,MQ,2735,DFW,LIT,3,405,70
1326,MQ,2751,SGF,DFW,3,405,95
1327,MQ,3026,MRY,LAX,3,405,70
1328,MQ,3859,IAH,ORD,3,405,155
1329,MQ,4093,MQT,GRB,3,405,50
1330,MQ,4203,ORD,CMH,3,405,75
1331,MQ,4343,ORD,DTW,3,405,85
1332,OH,6329,CRW,ATL,3,405,110
1333,OH,6437,RIC,CVG,3,405,117
1334,OH,6553,LEX,DCA,3,405,96
1335,OO,4465,GJT,SLC,3,405,59
1336,OO,4480,GFK,MSP,3,405,80
1337,OO,4487,IAH,SLC,3,405,199
1338,OO,4668,SLC,DEN,3,405,85
1339,OO,6816,SGF,DEN,3,405,131
1340,OO,6818,DTW,ORD,3,405,71
1341,OO,6925,LAX,SEA,3,405,164
1342,UA,8,SNA,SFO,3,405,101
1343,US,1848,MSP,PHL,3,405,160
1344,US,610,SNA,PHX,3,405,89
1345,WN,1175,SNA,OAK,3,405,105
1346,WN,1268,BOS,BWI,3,405,110
1347,WN,1310,BWI,PVD,3,405,70
1348,WN,153,LAS,DEN,3,405,115
1349,WN,162,IND,LAS,3,405,250
1350,WN,1766,PHX,SLC,3,405,100
1351,WN,2038,ELP,DAL,3,405,95
1352,WN,208,SNA,PHX,3,405,95
1353,WN,2356,DAL,ABQ,3,405,110
1354,WN,3403,HOU,ABQ,3,405,135
1355,WN,346,SLC,PHX,3,405,105
1356,WN,356,DEN,HOU,3,405,145
1357,WN,410,MDW,PHX,3,405,245
1358,WN,533,HOU,LAS,3,405,205
1359,WN,650,ABQ,MDW,3,405,165
1360,WN,798,LAS,SMF,3,405,90
1361,XE,2621,EWR,SDF,3,405,145
1362,XE,5899,CLE,ORD,3,405,87
1363,YV,2648,PHX,LAS,3,405,68
1364,YV,2703,SDF,CLT,3,405,86
1365,YV,2727,PSP,PHX,3,405,66
1366,YV,2821,LGB,PHX,3,405,87
1367,YV,2833,TUS,PHX,3,405,47
1368,US,511,SNA,PHX,3,406,88
1369,FL,996,BOS,MKE,3,408,162
1370,OO,6331,COS,SFO,3,408,184
1371,OO,6764,LNK,DEN,3,408,97
1372,OO,6843,CWA,ORD,3,408,68
1373,OO,6908,ABQ,SFO,3,408,167
1374,9E,3656,LSE,MSP,3,410,60
1375,9E,4020,GSP,CVG,3,410,92
1376,9E,4327,FNT,MSP,3,410,105
1377,9E,4389,DLH,MSP,3,410,60
1378,AA,1154,PSP,DFW,3,410,170
1379,AA,1184,PHX,ORD,3,410,200
1380,AA,1397,ORD,RSW,3,410,165
1381,AA,1888,DFW,JAX,3,410,125
1382,AA,2412,LAX,DFW,3,410,185
1383,AA,374,TUS,ORD,3,410,205
1384,AA,538,BUR,DFW,3,410,185
1385,AA,543,PBI,ORD,3,410,195
1386,AA,634,RSW,ORD,3,410,190
1387,CO,1019,TPA,EWR,3,410,155
1388,CO,1701,EWR,FLL,3,410,178
1389,CO,378,SAT,IAH,3,410,61
1390,CO,580,LAS,CLE,3,410,230
1391,DL,1865,DAY,ATL,3,410,110
1392,DL,1922,MKE,DTW,3,410,75
1393,DL,2166,MKE,ATL,3,410,134
1394,DL,2490,PDX,MSP,3,410,196
1395,DL,2921,IND,MSP,3,410,115
1396,EV,5070,DCA,STL,3,410,142
1397,EV,5431,MSN,ATL,3,410,137
1398,FL,796,STL,ATL,3,410,105
1399,MQ,3268,ACT,DFW,3,410,45
1400,MQ,3931,OMA,ORD,3,410,100
1401,MQ,4031,MHK,ORD,3,410,115
1402,MQ,4240,SPI,ORD,3,410,65
1403,MQ,4250,AVP,ORD,3,410,135
1404,OO,4474,MOT,MSP,3,410,82
1405,OO,4687,IDA,SLC,3,410,56
1406,OO,4716,LGB,SLC,3,410,110
1407,OO,4800,SLC,LAX,3,410,115
1408,OO,7780,SUN,SLC,3,410,64
1409,US,62,DEN,CLT,3,410,189
1410,US,632,BUR,PHX,3,410,87
1411,WN,1021,MDW,BNA,3,410,85
1412,WN,1087,CMH,BNA,3,410,80
1413,WN,1132,AUS,PHX,3,410,160
1414,WN,1140,TPA,HOU,3,410,145
1415,WN,1163,SFO,SNA,3,410,85
1416,WN,1218,ABQ,LAS,3,410,100
1417,WN,1246,PHX,STL,3,410,175
1418,WN,1253,JAX,TPA,3,410,55
1419,WN,1279,PHX,BWI,3,410,255
1420,WN,1316,HOU,MSY,3,410,65
1421,WN,1422,SAN,SFO,3,410,100
1422,WN,1546,DEN,SAN,3,410,150
1423,WN,2349,ALB,MDW,3,410,145
1424,WN,2449,JAN,HOU,3,410,85
1425,WN,2654,RDU,BWI,3,410,60
1426,WN,2810,LAS,BUR,3,410,65
1427,WN,3763,OAK,SLC,3,410,105
1428,WN,468,GEG,BOI,3,410,65
1429,WN,524,DAL,MCI,3,410,85
1430,WN,661,PHX,DEN,3,410,110
1431,WN,891,MHT,MCO,3,410,200
1432,XE,2309,ATL,IAH,3,410,129
1433,XE,3051,JAX,IAH,3,410,146
1434,XE,3130,DCA,EWR,3,410,63
1435,YV,7258,SYR,ORD,3,410,140
1436,DL,2053,OMA,ATL,3,412,153
1437,OO,6670,SBP,SFO,3,413,65
1438,UA,341,RIC,ORD,3,413,134
1439,OO,7003,SEA,LAX,3,414,156
1440,AA,1241,PIT,DFW,3,415,205
1441,AA,1258,LAX,STL,3,415,215
1442,AA,1273,MEM,DFW,3,415,100
1443,AA,1461,MCO,DFW,3,415,185
1444,AA,1533,ATL,DFW,3,415,150
1445,AA,501,BHM,DFW,3,415,130
1446,AA,505,JFK,SJU,3,415,245
1447,AS,236,PDX,SAN,3,415,145
1448,B6,117,JFK,MSY,3,415,204
1449,B6,133,JFK,RSW,3,415,192
1450,CO,40,LAX,EWR,3,415,317
1451,DL,1702,LAS,ATL,3,415,225
1452,DL,1879,LGA,FLL,3,415,193
1453,DL,1900,MCI,ATL,3,415,134
1454,DL,1965,LIT,MEM,3,415,60
1455,DL,2069,RIC,ATL,3,415,125
1456,DL,2449,BNA,SLC,3,415,259
1457,DL,2648,TLH,ATL,3,415,72
1458,DL,2685,LGA,MCO,3,415,170
1459,EV,5221,FLL,TLH,3,415,84
1460,EV,5228,AVL,ATL,3,415,69
1461,EV,5414,DCA,BOS,3,415,93
1462,EV,7099,ORD,CVG,3,415,68
1463,MQ,2786,GPT,DFW,3,415,110
1464,OH,6590,IAD,CVG,3,415,110
1465,OO,6427,ORD,BHM,3,415,103
1466,OO,6529,ELP,ORD,3,415,177
1467,UA,237,PIT,SFO,3,415,353
1468,UA,323,PHL,DEN,3,415,271
1469,UA,434,ORD,CMH,3,415,75
1470,UA,835,BOS,ORD,3,415,173
1471,US,195,PHL,PHX,3,415,317
1472,WN,1587,LBB,DAL,3,415,65
1473,WN,1590,ONT,LAS,3,415,60
1474,WN,1944,SAN,OAK,3,415,95
1475,WN,1980,TPA,JAX,3,415,50
1476,WN,3238,CLE,MDW,3,415,85
1477,WN,3773,SLC,LAS,3,415,85
1478,WN,407,FLL,JAX,3,415,70
1479,WN,653,OAK,LAX,3,415,75
1480,WN,694,SMF,SAN,3,415,85
1481,WN,729,PHX,LAS,3,415,65
1482,WN,805,MSY,DAL,3,415,85
1483,WN,951,BWI,MDW,3,415,130
1484,OO,6566,SLC,SFO,3,416,143
1485,UA,528,MSP,ORD,3,416,84
1486,OO,6935,SMF,ACV,3,417,64
1487,UA,602,ORD,DCA,3,418,111
1488,DL,2555,LGA,PBI,3,419,186
1489,DL,2683,DCA,MIA,3,419,159
1490,DL,2839,DCA,ATL,3,419,135
1491,FL,1612,DCA,MCO,3,419,148
1492,UA,998,MCO,ORD,3,419,178
1493,US,1631,DCA,CLT,3,419,95
1494,YV,2681,CVG,CLT,3,419,86
1495,9E,3697,LAN,DTW,3,420,60
1496,9E,3716,SBN,MSP,3,420,99
1497,9E,3721,MBS,DTW,3,420,59
1498,9E,3891,MDW,DTW,3,420,84
1499,9E,3982,EVV,DTW,3,420,95
1500,9E,4098,RDU,JFK,3,420,135
1501,9E,4301,IND,RDU,3,420,105
1502,9E,4314,DTW,ORF,3,420,114
1503,9E,4328,MSP,IND,3,420,103
1504,9E,4356,GTR,MEM,3,420,55
1505,AA,1088,BNA,LGA,3,420,125
1506,AA,1164,DFW,MSY,3,420,80
1507,AA,1310,DFW,IAD,3,420,160
1508,AA,1352,AUS,DFW,3,420,65
1509,AA,1363,RDU,MIA,3,420,130
1510,AA,1364,LAX,ORD,3,420,250
1511,AA,1590,DFW,EWR,3,420,195
1512,AA,1629,RIC,DFW,3,420,215
1513,AA,1841,SDF,DFW,3,420,150
1514,AA,2303,ORD,DFW,3,420,155
1515,AA,385,BWI,DFW,3,420,215
1516,AA,457,MCO,MIA,3,420,65
1517,AA,555,CMH,DFW,3,420,180
1518,AA,59,JFK,SFO,3,420,405
1519,AA,707,LGA,DFW,3,420,250
1520,AA,716,ORD,MCO,3,420,155
1521,AA,732,RNO,DFW,3,420,200
1522,AA,937,BOS,MIA,3,420,215
1523,AS,181,ANC,FAI,3,420,60
1524,AS,244,SEA,LAX,3,420,155
1525,AS,307,PSP,SFO,3,420,86
1526,AS,30,PDX,BOS,3,420,320
1527,AS,315,SFO,SEA,3,420,124
1528,AS,347,OAK,SEA,3,420,120
1529,AS,371,SMF,SEA,3,420,112
1530,AS,41,ANC,BET,3,420,77
1531,AS,515,SNA,SEA,3,420,173
1532,AS,527,BUR,SEA,3,420,160
1533,AS,603,LAS,SEA,3,420,160
1534,AS,641,PHX,SEA,3,420,188
1535,AS,65,SEA,KTN,3,420,131
1536,AS,660,SEA,DFW,3,420,230
1537,AS,665,DFW,SEA,3,420,267
1538,AS,699,GEG,SEA,3,420,67
1539,B6,1060,AUS,JFK,3,420,205
1540,B6,1203,BUF,RSW,3,420,186
1541,B6,1240,CLT,BOS,3,420,123
1542,B6,1275,BOS,MCO,3,420,194
1543,B6,1281,BOS,RIC,3,420,108
1544,B6,1297,BOS,PIT,3,420,109
1545,B6,204,SFO,LGB,3,420,82
1546,B6,231,SLC,LGB,3,420,117
1547,B6,262,LGB,SMF,3,420,83
1548,B6,418,PBI,BOS,3,420,172
1549,B6,521,EWR,MCO,3,420,170
1550,B6,620,HOU,JFK,3,420,199
1551,B6,661,SYR,MCO,3,420,178
1552,B6,703,JFK,SJU,3,420,227
1553,B6,741,MCO,SJU,3,420,157
1554,B6,920,ORD,BOS,3,420,131
1555,CO,1130,DFW,EWR,3,420,198
1556,CO,1559,DCA,IAH,3,420,209
1557,CO,1573,AUS,IAH,3,420,57
1558,CO,276,EWR,RSW,3,420,191
1559,CO,448,EWR,SFO,3,420,396
1560,CO,618,EWR,TPA,3,420,179
1561,DL,1004,TUL,ATL,3,420,122
1562,DL,1012,IAH,ATL,3,420,130
1563,DL,1103,JFK,SLC,3,420,342
1564,DL,1108,MSP,CLT,3,420,156
1565,DL,1163,EWR,DTW,3,420,128
1566,DL,1232,SLC,DTW,3,420,221
1567,DL,1235,EWR,SLC,3,420,327
1568,DL,1273,CMH,ATL,3,420,115
1569,DL,1402,TPA,MEM,3,420,122
1570,DL,1415,SAT,DTW,3,420,185
1571,DL,1477,ORD,ATL,3,420,125
1572,DL,1498,FLL,LGA,3,420,174
1573,DL,1547,LGA,ATL,3,420,164
1574,DL,1550,LAS,MSP,3,420,193
1575,DL,1769,ATL,MCO,3,420,82
1576,DL,1821,MIA,JFK,3,420,176
1577,DL,1996,MSP,LGA,3,420,175
1578,DL,2094,MLB,ATL,3,420,113
1579,DL,210,LAS,JFK,3,420,295
1580,DL,2120,ORD,DTW,3,420,90
1581,DL,2145,PVD,ATL,3,420,179
1582,DL,2147,MHT,ATL,3,420,184
1583,DL,2178,DTW,CLT,3,420,116
1584,DL,2236,DFW,MSP,3,420,142
1585,DL,2276,MCO,LGA,3,420,150
1586,DL,2298,SRQ,ATL,3,420,105
1587,DL,2452,MSY,LGA,3,420,175
1588,DL,2533,BOS,MCO,3,420,205
1589,DL,2599,MSP,PHX,3,420,212
1590,DL,2610,DFW,ATL,3,420,130
1591,DL,2630,MSP,BOS,3,420,166
1592,DL,2646,PHX,ATL,3,420,208
1593,DL,2663,JFK,LAX,3,420,394
1594,DL,2787,FAR,MSP,3,420,81
1595,DL,2923,MSP,MCO,3,420,198
1596,DL,2927,MSP,MCI,3,420,95
1597,DL,2937,MSN,DTW,3,420,84
1598,DL,2944,DTW,EWR,3,420,107
1599,DL,2952,TPA,LGA,3,420,159
1600,DL,339,LIT,ATL,3,420,95
1601,DL,749,JAC,SLC,3,420,57
1602,EV,5136,FAY,ATL,3,420,97
1603,EV,5267,CAK,ATL,3,420,129
1604,EV,5484,ECP,ATL,3,420,80
1605,EV,5580,STL,DCA,3,420,123
1606,EV,7307,BOS,DTW,3,420,150
1607,F9,128,DEN,DFW,3,420,110
1608,F9,401,DEN,LAX,3,420,145
1609,F9,766,LAS,DEN,3,420,110
1610,FL,1091,IND,MCO,3,420,144
1611,FL,1206,RIC,MCO,3,420,131
1612,FL,1218,MDW,SRQ,3,420,154
1613,FL,1222,PIT,FLL,3,420,171
1614,FL,1601,DFW,MCO,3,420,149
1615,FL,363,LGA,ATL,3,420,153
1616,FL,481,BWI,MCO,3,420,140
1617,FL,60,LAX,ATL,3,420,250
1618,FL,754,HSV,BWI,3,420,110
1619,FL,868,MSP,ATL,3,420,156
1620,MQ,2710,XNA,DFW,3,420,75
1621,MQ,2818,MGM,DFW,3,420,125
1622,MQ,2903,VPS,DFW,3,420,140
1623,MQ,3049,SAN,LAX,3,420,50
1624,MQ,3244,DFW,BTR,3,420,80
1625,MQ,3616,IND,MIA,3,420,170
1626,MQ,3624,PNS,MIA,3,420,100
1627,MQ,3629,MIA,BNA,3,420,145
1628,MQ,3678,MIA,TLH,3,420,85
1629,MQ,4093,GRB,ORD,3,420,65
1630,MQ,4100,TYS,ORD,3,420,110
1631,MQ,4132,ORD,MCI,3,420,90
1632,MQ,4280,HSV,ORD,3,420,130
1633,MQ,4534,LGA,XNA,3,420,220
1634,OH,6315,RDU,MCO,3,420,120
1635,OH,6327,CLT,CVG,3,420,101
1636,OH,6331,RDU,LGA,3,420,101
1637,OH,6382,AZO,DTW,3,420,60
1638,OH,6384,IAH,CVG,3,420,135
1639,OH,6396,STL,RDU,3,420,121
1640,OH,6578,CLE,DTW,3,420,59
1641,OH,6581,RDU,BOS,3,420,130
1642,OH,6628,DFW,CVG,3,420,131
1643,OH,6680,ATW,DTW,3,420,79
1644,OH,6718,MDT,CVG,3,420,105
1645,OO,4594,CID,MSP,3,420,63
1646,OO,4626,SFO,LAX,3,420,75
1647,OO,6329,SFO,ACV,3,420,86
1648,OO,6703,ATL,ORD,3,420,117
1649,OO,6738,ASE,DEN,3,420,55
1650,UA,144,SFO,DEN,3,420,165
1651,UA,373,LGA,ORD,3,420,157
1652,UA,415,MSY,DEN,3,420,186
1653,UA,440,SNA,DEN,3,420,155
1654,UA,536,ORD,LGA,3,420,132
1655,UA,603,DCA,ORD,3,420,127
1656,UA,819,EWR,ORD,3,420,162
1657,UA,934,HNL,LAX,3,420,343
1658,US,1059,SAT,CLT,3,420,160
1659,US,1123,MSP,CLT,3,420,158
1660,US,1274,MHT,PHL,3,420,93
1661,US,127,MKE,PHX,3,420,249
1662,US,1428,MCO,CLT,3,420,98
1663,US,1455,TPA,CLT,3,420,100
1664,US,1507,BWI,CLT,3,420,97
1665,US,1567,IAD,CLT,3,420,87
1666,US,1935,BUF,PHL,3,420,81
1667,US,2023,BOS,DCA,3,420,100
1668,US,2116,LGA,BOS,3,420,65
1669,US,2117,BOS,LGA,3,420,82
1670,US,2160,DCA,LGA,3,420,81
1671,US,2163,LGA,DCA,3,420,71
1672,US,231,BOI,PHX,3,420,126
1673,US,245,FLL,PHX,3,420,315
1674,US,433,LAS,PHL,3,420,280
1675,US,807,DCA,PHX,3,420,320
1676,US,943,ORF,CLT,3,420,85
1677,US,963,IND,CLT,3,420,102
1678,US,972,JAX,CLT,3,420,83
1679,US,986,FLL,DCA,3,420,145
1680,US,995,RIC,CLT,3,420,76
1681,WN,1006,BOI,DEN,3,420,110
1682,WN,1083,MDW,MSP,3,420,90
1683,WN,1231,ISP,TPA,3,420,185
1684,WN,1237,MDW,CLE,3,420,75
1685,WN,128,MDW,LAX,3,420,270
1686,WN,1414,HRL,SAT,3,420,55
1687,WN,1468,STL,BNA,3,420,65
1688,WN,1,DAL,HOU,3,420,60
1689,WN,2121,SMF,SEA,3,420,115
1690,WN,2297,TPA,BNA,3,420,115
1691,WN,2716,MDW,IAD,3,420,105
1692,WN,2725,PIT,TPA,3,420,155
1693,WN,2959,BDL,MCO,3,420,185
1694,WN,311,OKC,PHX,3,420,155
1695,WN,3338,SJC,SEA,3,420,130
1696,WN,3412,MDW,MCO,3,420,160
1697,WN,3496,LIT,PHX,3,420,195
1698,WN,441,SDF,PHX,3,420,255
1699,WN,458,OAK,ONT,3,420,70
1700,WN,465,SAN,MCI,3,420,190
1701,WN,474,AUS,BWI,3,420,180
1702,WN,4,HOU,DAL,3,420,60
1703,WN,500,OAK,SAN,3,420,85
1704,WN,542,MDW,PIT,3,420,80
1705,WN,598,MCI,DEN,3,420,120
1706,WN,605,DEN,SLC,3,420,95
1707,WN,794,TPA,BWI,3,420,130
1708,WN,825,BWI,MHT,3,420,75
1709,WN,827,MHT,PHL,3,420,95
1710,WN,845,PHL,MCO,3,420,165
1711,WN,892,BHM,BWI,3,420,110
1712,WN,894,DAL,MSY,3,420,80
1713,WN,917,LAX,RNO,3,420,80
1714,WN,979,MSY,HOU,3,420,75
1715,XE,2102,LCH,IAH,3,420,44
1716,XE,2137,LFT,IAH,3,420,64
1717,XE,2220,SHV,IAH,3,420,62
1718,XE,2360,EWR,DTW,3,420,119
1719,XE,2448,LIT,IAH,3,420,85
1720,XE,2526,EWR,GRR,3,420,134
1721,YV,2602,SAV,CLT,3,420,72
1722,YV,2978,SFO,LAS,3,420,85
1723,YV,7267,PWM,ORD,3,420,177
1724,FL,599,ROC,ATL,3,421,150
1725,OH,6373,JAN,DCA,3,421,134
1726,OO,6382,SFO,BOI,3,421,92
1727,UA,149,ORD,SFO,3,422,286
1728,DL,1429,JFK,LAS,3,423,357
1729,DL,2575,GSO,ATL,3,423,92
1730,HA,217,KOA,HNL,3,423,42
1731,UA,264,PHX,DEN,3,424,111
1732,UA,944,LAX,ORD,3,424,241
1733,9E,3854,MSP,CLE,3,425,115
1734,AA,1026,DFW,MCI,3,425,95
1735,AA,1041,BOS,ORD,3,425,190
1736,AA,1495,JAX,DFW,3,425,175
1737,AA,1912,PHX,DFW,3,425,140
1738,AA,1922,ABQ,DFW,3,425,105
1739,AA,24,SFO,JFK,3,425,325
1740,AA,518,MIA,JFK,3,425,165
1741,AA,621,MSP,DFW,3,425,165
1742,AA,728,LAS,DFW,3,425,160
1743,AA,879,TUL,DFW,3,425,70
1744,AA,941,LGA,MIA,3,425,195
1745,AS,36,SEA,MSP,3,425,199
1746,AS,582,PDX,SNA,3,425,144
1747,B6,1212,BUF,BOS,3,425,86
1748,B6,26,FLL,JFK,3,425,160
1749,CO,239,MIA,EWR,3,425,170
1750,DL,1124,LAX,SFO,3,425,82
1751,DL,1575,IND,ATL,3,425,115
1752,DL,1841,DTW,TPA,3,425,167
1753,DL,1851,MSP,LAS,3,425,213
1754,DL,2434,TPA,DCA,3,425,124
1755,DL,2665,DCA,MCO,3,425,151
1756,DL,2922,PHX,DTW,3,425,230
1757,EV,5302,SHV,ATL,3,425,113
1758,HA,332,HNL,ITO,3,425,50
1759,MQ,2980,CSG,DFW,3,425,150
1760,MQ,3638,MIA,CMH,3,425,160
1761,MQ,3640,CMH,MIA,3,425,170
1762,MQ,3893,ORD,PHL,3,425,120
1763,MQ,4042,SGF,ORD,3,425,105
1764,MQ,4066,ORD,DSM,3,425,80
1765,MQ,4186,LSE,ORD,3,425,70
1766,MQ,4312,FWA,ORD,3,425,60
1767,OH,6516,MSP,JFK,3,425,165
1768,OO,4471,MSP,IAH,3,425,171
1769,OO,6504,ORD,SBN,3,425,41
1770,UA,101,ORD,LAX,3,425,276
1771,UA,594,CMH,ORD,3,425,84
1772,UA,6,SFO,JFK,3,425,335
1773,US,1157,DTW,PHL,3,425,99
1774,US,1807,PIT,PHL,3,425,81
1775,US,1831,DFW,CLT,3,425,145
1776,US,1942,ILM,CLT,3,425,64
1777,US,484,DEN,PHL,3,425,210
1778,WN,1076,HOU,LAX,3,425,225
1779,WN,1149,SMF,BUR,3,425,70
1780,WN,1286,MCI,LAS,3,425,195
1781,WN,1330,PDX,SMF,3,425,85
1782,WN,1424,SFO,SAN,3,425,85
1783,WN,1500,BOS,PHL,3,425,100
1784,WN,1812,MCI,MDW,3,425,90
1785,WN,1852,PHL,BOS,3,425,85
1786,WN,1992,DAL,SAT,3,425,65
1787,WN,2198,OKC,STL,3,425,80
1788,WN,2397,MCO,MDW,3,425,175
1789,WN,3309,BUR,SMF,3,425,75
1790,WN,3418,PHL,PIT,3,425,75
1791,WN,3504,PBI,TPA,3,425,50
1792,WN,388,ELP,PHX,3,425,80
1793,WN,417,BWI,STL,3,425,145
1794,WN,599,PHX,SMF,3,425,130
1795,WN,759,SJC,ONT,3,425,70
1796,WN,922,SMF,SNA,3,425,90
1797,WN,943,STL,MCI,3,425,70
1798,YV,2607,MDT,CLT,3,425,102
1799,YV,2944,AUS,CLT,3,425,157
1800,OO,6879,SFO,SBA,3,426,81
1801,XE,5906,ORD,ROA,3,426,95
1802,F9,472,MKE,RSW,3,427,181
1803,UA,386,SEA,DEN,3,427,168
1804,UA,527,ORD,BWI,3,427,113
1805,OO,6394,FCA,DEN,3,428,130
1806,OO,6656,JAC,DEN,3,429,87
1807,YV,7268,CHS,ORD,3,429,143
1808,9E,3936,GRB,DTW,3,430,80
1809,9E,4185,PIT,MEM,3,430,143
1810,AA,1061,JFK,MIA,3,430,210
1811,AA,1109,DFW,AUS,3,430,60
1812,AA,1599,DAY,DFW,3,430,175
1813,AA,1907,DCA,MIA,3,430,165
1814,AA,1985,PHL,SJU,3,430,230
1815,AA,202,LAX,MIA,3,430,285
1816,AA,2385,DFW,IAH,3,430,75
1817,AA,323,BNA,DFW,3,430,135
1818,AA,430,DFW,STL,3,430,90
1819,AA,581,DCA,STL,3,430,140
1820,AS,530,SEA,ONT,3,430,147
1821,B6,290,LGB,SEA,3,430,163
1822,B6,350,BUR,JFK,3,430,314
1823,CO,1014,DFW,IAH,3,430,66
1824,DL,1060,MCO,LAX,3,430,340
1825,DL,1134,MSP,GRR,3,430,85
1826,DL,1205,MSP,SLC,3,430,185
1827,DL,1962,DTW,PHL,3,430,110
1828,DL,2071,SEA,SLC,3,430,131
1829,DL,2366,JAX,LGA,3,430,143
1830,DL,2651,PHL,SLC,3,430,318
1831,DL,301,CLT,ATL,3,430,91
1832,DL,303,MCO,SLC,3,430,304
1833,EV,5383,SWF,ATL,3,430,160
1834,EV,5403,GRR,MEM,3,430,122
1835,EV,7354,AEX,ATL,3,430,114
1836,FL,1244,FNT,MCO,3,430,172
1837,FL,227,LAS,MKE,3,430,208
1838,FL,533,MEM,ATL,3,430,76
1839,FL,950,FLL,BWI,3,430,145
1840,MQ,2970,AEX,DFW,3,430,80
1841,MQ,3298,DFW,HOU,3,430,65
1842,MQ,3396,MAF,DFW,3,430,75
1843,MQ,3604,CVG,MIA,3,430,170
1844,MQ,3658,GSO,MIA,3,430,135
1845,MQ,3825,SLC,ORD,3,430,200
1846,MQ,3876,XNA,ORD,3,430,105
1847,MQ,3928,SYR,ORD,3,430,145
1848,MQ,3955,ORD,CID,3,430,60
1849,MQ,4331,ORD,BNA,3,430,90
1850,MQ,4372,BDL,ORD,3,430,170
1851,MQ,4512,XNA,LGA,3,430,175
1852,OH,6258,LGA,RDU,3,430,115
1853,OH,6451,CVG,MSP,3,430,133
1854,OH,6625,RDU,IND,3,430,119
1855,OH,6752,GEG,MSP,3,430,180
1856,OO,4672,BUR,SLC,3,430,114
1857,OO,6276,BUR,SFO,3,430,80
1858,UA,5,JFK,SFO,3,430,404
1859,UA,739,MCO,DEN,3,430,256
1860,US,1212,PBI,DCA,3,430,136
1861,US,1288,RDU,PHL,3,430,82
1862,US,1696,IAH,CLT,3,430,144
1863,US,308,ATL,CLT,3,430,75
1864,US,4,ORD,PHX,3,430,244
1865,US,679,STL,PHX,3,430,227
1866,US,957,PIT,CLT,3,430,96
1867,WN,1015,SAT,BWI,3,430,190
1868,WN,1259,BWI,BNA,3,430,120
1869,WN,1334,RDU,MDW,3,430,125
1870,WN,156,MSP,MDW,3,430,100
1871,WN,1831,BWI,LAS,3,430,330
1872,WN,198,ABQ,HOU,3,430,120
1873,WN,2553,SAN,RNO,3,430,90
1874,WN,274,ISP,MCO,3,430,170
1875,WN,2984,PHX,LAX,3,430,85
1876,WN,3506,PHX,OAK,3,430,125
1877,WN,3667,JAX,ORF,3,430,90
1878,WN,595,BUR,SJC,3,430,65
1879,WN,618,PVD,BWI,3,430,90
1880,XE,2009,BTR,IAH,3,430,70
1881,XE,2398,TUL,EWR,3,430,170
1882,XE,2525,IAH,GPT,3,430,73
1883,B6,1290,PIT,BOS,3,431,94
1884,DL,2379,SDF,ATL,3,431,89
1885,OO,6640,BFL,SFO,3,431,79
1886,UA,147,SAN,SFO,3,431,101
1887,OO,6873,PSP,DEN,3,432,131
1888,HA,201,ITO,HNL,3,433,49
